"url","price_in_rp","title","address","district","city","lat","long","facilities","property_type","ads_id","bedrooms","bathrooms","land_size_m2","building_size_m2","carports","certificate","electricity","maid_bedrooms","maid_bathrooms","floors","building_age","year_built","property_condition","building_orientation","garages","furnishing","price_in_billion_rp"
"https://www.rumah123.com/properti/bekasi/hos11146039/#qid~425c1298-5699-4d57-9f6a-7ec955cd9c01",3.2e+08,"Dijual Rumah Baru Murah di Pondok Ungu Permai Sektor V","Babelan, Bekasi","Babelan"," Bekasi",-6.1263046,107.0217935,"Keamanan 24 jam","rumah","hos11146039",2,1,60,45,1,"lainnya (ppjb,girik,adat,dll)","1300 mah",0,0,1,NA,NA,"baru","",0,"unfurnished",NA
"https://www.rumah123.com/properti/bekasi/hos11088702/#qid~e7ef0e6b-2717-4a5d-9c21-245b1cef7967",8.53e+08,"Dijual Rumah Minimalis 2lt, Cluster Oakwood Magnolia","Babelan, Bekasi","Babelan"," Bekasi",-6.1263046,107.0217935,"Keamanan 24 jam","rumah","hos11088702",2,1,55,60,1,"hgb - hak guna bangunan","2200 mah",0,0,2,NA,NA,"bagus","",0,"unfurnished",NA
"https://www.rumah123.com/properti/bekasi/hos11086911/#qid~31b9fe7a-0a69-4fc9-a8a4-43ab4e9a6769",5.5e+08,"Rumah di Mutiara Gading City Cluster Manhattan , Bekasi","Babelan, Bekasi","Babelan"," Bekasi",-6.1263046,107.0217935,"Keamanan 24 jam","rumah","hos11086911",2,1,60,36,1,"hgb - hak guna bangunan","lainnya mah",0,0,1,NA,NA,"","",0,"",NA
"https://www.rumah123.com/properti/bekasi/hos11165536/#qid~d0438ee0-b5a8-4689-9b29-0965c8765b83",2.2e+09,"Rumah 2 Lantai Siap Huni Dikawasan Elite Kemang Pratama, Bekasi","Kemang Pratama, Bekasi","Kemang Pratama"," Bekasi",-6.2719831,106.9872978,"Tempat Jemuran, Track Lari, Masjid, Keamanan 24 jam,  Taman,  Playground, Jalur Telepon","rumah","hos11165536",4,4,162,230,1,"shm - sertifikat hak milik","3500 mah",0,1,2,NA,NA,"bagus","barat",0,"semi furnished",NA
"https://www.rumah123.com/properti/bekasi/hos11029145/#qid~a66a9a0c-074f-4353-9af4-c1172246995f",1.95e+09,"Rumah 2 Lantai Harga Murah di Kemang Pratama Anggrek Raya Bekasi","Kemang Pratama, Bekasi","Kemang Pratama"," Bekasi",-6.2719831,106.9872978,"Keamanan, Taman","rumah","hos11029145",4,2,220,200,2,"shm - sertifikat hak milik","4400 mah",1,1,2,12,2010,"bagus","utara",1,"unfurnished",NA
"https://www.rumah123.com/properti/bekasi/hos11368602/#qid~248a69c1-c632-4c6a-a07a-f99c9fea9e2c",1.96e+09,"Dijual Rumah siap huni di Kemang Pratama Bekasi","Kemang Pratama, Bekasi","Kemang Pratama"," Bekasi",-6.2719831,106.9872978," Ac,  AC, Masjid, Kitchen Set, Keamanan 24 jam, Pemanas Air, Keamanan","rumah","hos11368602",3,2,90,85,0,"shm - sertifikat hak milik","1300 mah",0,0,2,NA,NA,"bagus","",0,"semi furnished",NA
"https://www.rumah123.com/properti/bekasi/hos11368340/#qid~66fda1b3-faea-414d-8734-5882e92c68e3",1.15e+09,"Dijual Rumah 2 Lantai siap huni di Kemang Pratama Bekasi","Kemang Pratama, Bekasi","Kemang Pratama"," Bekasi",-6.2719831,106.9872978,"Keamanan","rumah","hos11368340",4,2,90,150,1,"shm - sertifikat hak milik","2200 mah",0,0,2,NA,NA,"bagus","",0,"unfurnished",NA
"https://www.rumah123.com/properti/bekasi/hos11364901/#qid~1f9fac9e-5b2d-4f58-80c7-28c22ddc6538",1.8e+09,"Rumah Semi Furnished Siap Huni Di Kemang Pratama Bekasi Selatan","Kemang Pratama, Bekasi","Kemang Pratama"," Bekasi",-6.2719831,106.9872978,"Keamanan 24 jam, Keamanan, Taman","rumah","hos11364901",2,3,120,84,1,"shm - sertifikat hak milik","2200 mah",0,0,1,2,2020,"bagus","selatan",0,"semi furnished",NA
"https://www.rumah123.com/properti/bekasi/hos11363742/#qid~042f073e-89d3-439f-870c-b43066ca0ef4",1.4e+09,"Rumah 1.5lantai Baru di Renov di Dalam Komplek Kemang Pratama 2,","Kemang Pratama, Bekasi","Kemang Pratama"," Bekasi",-6.2719831,106.9872978,"Lapangan Tenis, Masjid, Kitchen Set,  Lapangan Bulu Tangkis,  CCTV, Wastafel, Jalur Telepon, Tempat Jemuran, Lapangan Bola,  Akses Parkir,  One Gate System,  Lapangan Voli, Keamanan 24 jam,  Taman,  Tempat Laundry,  Playground,  Tempat Gym,  Lapangan Basket,  Kolam Renang,  Track Lari","rumah","hos11363742",3,2,130,150,1,"shm - sertifikat hak milik","2200 mah",0,0,1,18,2004,"sudah renovasi","selatan",1,"unfurnished",NA
"https://www.rumah123.com/properti/bekasi/hos11363710/#qid~0515ae10-0a37-4f46-bbc2-d8563f878be0",1.4e+09,"Rumah 1.5lantai Bagus Dan Nyaman, Baru di Renov di Dalam Komplek Kemang Pratama 2, Bekasi","Kemang Pratama, Bekasi","Kemang Pratama"," Bekasi",-6.2719831,106.9872978,"Lapangan Tenis, Masjid,  Lapangan Bulu Tangkis,  CCTV, Jalur Telepon, Tempat Jemuran, Lapangan Bola,  Akses Parkir,  One Gate System,  Lapangan Voli, Keamanan 24 jam,  Taman,  Tempat Laundry,  Playground,  Tempat Gym,  Kolam Ikan,  Lapangan Basket,  Kolam Renang,  Track Lari","rumah","hos11363710",3,2,130,150,1,"shm - sertifikat hak milik","2200 mah",0,0,1,18,2004,"sudah renovasi","selatan",1,"unfurnished",NA
"https://www.rumah123.com/properti/bekasi/hos11219765/#qid~a97b634a-8510-4d01-966d-4ba5d66e1e36",1.25e+09,"Jual Rumah Cantik Siap Huni Banget di Kemang Pratama 3, Bekasi Selatan","Kemang Pratama, Bekasi","Kemang Pratama"," Bekasi",-6.2719831,106.9872978,"Tempat Jemuran, Masjid, Keamanan 24 jam,  Taman","rumah","hos11219765",3,2,90,81,1,"shm - sertifikat hak milik","2200 mah",0,0,1,NA,NA,"bagus","",0,"unfurnished",NA
"https://www.rumah123.com/properti/bekasi/hos11216011/#qid~641a0fcf-f35e-4880-94aa-bcf48913be0e",3.25e+09,"Rumah Hook Cantik di Kemang Pratama  Bekasi","Kemang Pratama, Bekasi","Kemang Pratama"," Bekasi",-6.2719831,106.9872978,"AC,  Ac, Track Lari,  Kolam Renang, Masjid, Keamanan 24 jam,  Taman, Jogging Track,  Keamanan","rumah","hos11216011",5,3,255,280,2,"shm - sertifikat hak milik","5500 mah",0,1,2,6,2016,"","selatan",0,"unfurnished",NA
"https://www.rumah123.com/properti/bekasi/hos11148967/#qid~1d4b1985-ab52-4d46-a381-159c096620b6",6.75e+09,"DIJUAL RUMAH HOEK 2 LANTAI MEWAH DI KEMANG PRATAMA 3 BEKASI","Kemang Pratama, Bekasi","Kemang Pratama"," Bekasi",-6.2719831,106.9872978,"Tempat Jemuran, Lapangan Bola, Lapangan Tenis,  Kolam Renang, Masjid, Kitchen Set, Keamanan 24 jam,  Lapangan Bulu Tangkis,  Taman,  Tempat Laundry,  Lapangan Voli,  CCTV, Taman,  Playground, Wastafel,  Kolam Ikan,  Lapangan Basket, Keamanan","rumah","hos11148967",5,4,337,550,2,"shm - sertifikat hak milik","4400 mah",1,1,2,NA,NA,"bagus","",0,"unfurnished",NA
"https://www.rumah123.com/properti/bekasi/hos11145046/#qid~445a831c-1cd7-413b-876a-32d1d5e0c013",5e+09,"Dijual Rumah Megah di Kemang Pratama Bekasi","Kemang Pratama, Bekasi","Kemang Pratama"," Bekasi",-6.2719831,106.9872978,"Taman","rumah","hos11145046",5,5,343,400,3,"shm - sertifikat hak milik","3500 mah",1,0,2,NA,NA,"bagus","barat",0,"unfurnished",NA
"https://www.rumah123.com/properti/bekasi/hos11144998/#qid~445a831c-1cd7-413b-876a-32d1d5e0c013",8.5e+08,"Rumah Bagus Siaphuni Di Kemang Pratama","Kemang Pratama, Bekasi","Kemang Pratama"," Bekasi",-6.2719831,106.9872978,"Tempat Jemuran,  Akses Parkir,  One Gate System,  AC, Masjid, Kitchen Set, Keamanan 24 jam,  Taman,  Tempat Laundry,  Playground, Wastafel, Jalur Telepon","rumah","hos11144998",2,1,90,110,0,"shm - sertifikat hak milik","2200 mah",0,0,2,NA,NA,"bagus","",0,"unfurnished",NA
"https://www.rumah123.com/properti/bekasi/hos11086666/#qid~31b9fe7a-0a69-4fc9-a8a4-43ab4e9a6769",1.85e+09,"Luas Murah Tidak Banjir di Kemang Pratama Bekasi","Kemang Pratama, Bekasi","Kemang Pratama"," Bekasi",-6.2719831,106.9872978,"Tempat Jemuran,  One Gate System,  Kolam Renang, Masjid, Keamanan 24 jam,  Taman,  CCTV, Lapangan Basket","rumah","hos11086666",3,2,215,135,1,"shm - sertifikat hak milik","5500 mah",1,1,1,5,2017,"bagus","barat",0,"unfurnished",NA
"https://www.rumah123.com/properti/bekasi/hos10124197/#qid~05fa4e43-e888-4337-b04f-718e6b5a7975",1.08e+09,"Rumah Dekat Cibubur Bebas Banjir Harga All In Kpr Di Lavender Residence","Jatiraden, Bekasi","Jatiraden"," Bekasi",-6.354041,106.9243855,"Keamanan, Taman","rumah","hos10124197",2,2,105,90,1,"shm - sertifikat hak milik","2200 mah",1,0,2,NA,NA,"","timur",1,"unfurnished",NA
"https://www.rumah123.com/properti/bekasi/hos10472319/#qid~05fa4e43-e888-4337-b04f-718e6b5a7975",1.2e+09,"Rumah Strategis di Royal Park Residence Bebas Banjir Harga All In Nego Kpr","Bekasi Timur, Bekasi","Bekasi Timur"," Bekasi",-6.242993,107.0180104,"Keamanan, Taman","rumah","hos10472319",3,2,165,90,1,"shm - sertifikat hak milik","1300 mah",0,0,1,NA,NA,"sudah renovasi","",1,"unfurnished",NA
"https://www.rumah123.com/properti/bekasi/hos9785464/#qid~f9b697ad-ef6f-408c-81ae-ab822352c42a",3.9e+08,"Cluster exclusive fasilitas smart home bonus kanopi cocok untuk milenial","Bekasi Timur, Bekasi","Bekasi Timur"," Bekasi",-6.242993,107.0180104," Jalur Telepon,  Jogging Track,  Taman, AC,  Masjid, CCTV,  Keamanan","rumah","hos9785464",2,1,73,36,1,"shm - sertifikat hak milik","1300 mah",0,0,1,0,2022,"baru","timur",1,"unfurnished",NA
"https://www.rumah123.com/properti/bekasi/hos10285881/#qid~748f5d2d-8d3a-4a4e-a1b4-37c7be7ffc25",2.75e+09,"Rumah 2 Lantai Lt 225 Lb 211 di Perumahan Tni Au Jaladha Pura Bekasi Timur, Bekasi","Bekasi Timur, Bekasi","Bekasi Timur"," Bekasi",-6.242993,107.0180104," Jalur Telepon,  Ac, Masjid,  Taman, Keamanan","rumah","hos10285881",6,4,225,211,1,"","3500 mah",1,1,2,NA,NA,"","barat",1,"",NA
"https://www.rumah123.com/properti/bekasi/hos11207559/#qid~f6c2cf9d-44fa-4c1a-8749-8ee96b116e93",2.75e+09,"Rumah cantik Baru kekinian dilingkungan yang asri dan strategis Cherry Ville Bekasi","Bekasi Timur, Bekasi","Bekasi Timur"," Bekasi",-6.242993,107.0180104," Jalur Telepon,  Jogging Track, Lapangan Tenis,  Lapangan Bulu Tangkis, Kolam Renang,  CCTV, Wastafel, AC, Jalur Telepon, Tempat Jemuran, Lapangan Bola,  Lapangan Voli,  Taman,  Tempat Gym,  Masjid,  Lapangan Basket,  Ac, Keamanan,  Track Lari","rumah","hos11207559",4,4,160,128,2,"hgb - hak guna bangunan","3500 mah",1,1,2,0,2022,"baru","timur",0,"unfurnished",NA
"https://www.rumah123.com/properti/bekasi/hos11139694/#qid~f6c2cf9d-44fa-4c1a-8749-8ee96b116e93",5.9e+08,"Jual Cepat Rumah Siap Huni di Perumahan Polymer, Aren Jaya Bekasi Timur","Bekasi Timur, Bekasi","Bekasi Timur"," Bekasi",-6.242993,107.0180104,"Taman","rumah","hos11139694",3,2,153,150,1,"shm - sertifikat hak milik","1300 mah",0,0,1,NA,NA,"sudah renovasi","",1,"",NA
"https://www.rumah123.com/properti/bekasi/hos10422198/#qid~1807f915-9393-4e9c-a6d6-eb3d73117a15",9.9e+08,"Sangat Strategis (dkt pintu tol bekasi timur) Harga turun...Nego sampai Deal...","Bekasi Timur, Bekasi","Bekasi Timur"," Bekasi",-6.242993,107.0180104," Jalur Telepon, Masjid, Keamanan 24 jam,  Taman, Taman, Jalur Telepon,  Keamanan","rumah","hos10422198",3,2,220,123,1,"shm - sertifikat hak milik","1300 mah",1,0,1,NA,NA,"sudah renovasi","timur",0,"unfurnished",NA
"https://www.rumah123.com/properti/bekasi/hos11365507/#qid~9ea4cd77-6b8e-48f8-9b23-f2105c559766",2e+09,"Dijual rumah hoek depan jalan raya  cocok untuk usaha di perumahan Wisma Jaya Bekasi Timur","Bekasi Timur, Bekasi","Bekasi Timur"," Bekasi",-6.242993,107.0180104,"Tempat Jemuran, Jalur Telepon, Keamanan, Keamanan 24 jam","rumah","hos11365507",2,1,216,96,1,"shm - sertifikat hak milik","1300 mah",0,0,1,NA,NA,"butuh renovasi","",1,"unfurnished",NA
"https://www.rumah123.com/properti/bekasi/hos11294631/#qid~1b7a9d0c-ee33-4011-8fa7-b8b433493648",6.35e+08,"Rumah Full Bangunan Luas 72 Desain Mezzanine Di Bekasi Timur Regensi","Bekasi Timur, Bekasi","Bekasi Timur"," Bekasi",-6.242993,107.0180104,"Tempat Jemuran,  One Gate System,  Kolam Renang, Masjid, Keamanan 24 jam","rumah","hos11294631",2,1,55,86,0,"shm - sertifikat hak milik","1300 mah",0,0,1,0,2022,"baru","",0,"",NA
"https://www.rumah123.com/properti/bekasi/hos11294098/#qid~1b7a9d0c-ee33-4011-8fa7-b8b433493648",4.75e+08,"Rumah Siap Huni di Bekasi Timur Kualitas Terbaik","Bekasi Timur, Bekasi","Bekasi Timur"," Bekasi",-6.242993,107.0180104,"Tempat Jemuran, Taman, Wastafel,  Masjid, CCTV","rumah","hos11294098",2,1,78,41,1,"shm - sertifikat hak milik","2200 mah",0,0,1,0,2022,"baru","barat",1,"unfurnished",NA
"https://www.rumah123.com/properti/bekasi/hos11289440/#qid~d9d1e4a0-1e08-42a1-922b-990a3f0b89de",5.25e+08,"Rumah Bagus SHM di Wisma Jaya Bekasi Timur, Bekasi","Bekasi Timur, Bekasi","Bekasi Timur"," Bekasi",-6.242993,107.0180104,"Masjid, Taman, AC","rumah","hos11289440",3,2,60,80,1,"shm - sertifikat hak milik","1300 mah",0,0,1,NA,NA,"bagus","selatan",0,"unfurnished",NA
"https://www.rumah123.com/properti/bekasi/hos11288628/#qid~d9d1e4a0-1e08-42a1-922b-990a3f0b89de",5.25e+08,"Rumah Bagus SHM di Wisma Jaya Bekasi Timur, Bekasi","Bekasi Timur, Bekasi","Bekasi Timur"," Bekasi",-6.242993,107.0180104,"Masjid, Taman, Keamanan 24 jam,  Taman","rumah","hos11288628",3,2,60,80,1,"shm - sertifikat hak milik","1300 mah",0,0,1,NA,NA,"bagus","",0,"unfurnished",NA
"https://www.rumah123.com/properti/bekasi/hos11222022/#qid~aeb345f5-d0dd-46bf-8173-9872e4274ee2",3.75e+08,"Jual Cepat Murah Rumah di Pondok Hijau Permai, Bekasi Timur","Bekasi Timur, Bekasi","Bekasi Timur"," Bekasi",-6.242993,107.0180104,"Akses Parkir, Keamanan 24 jam,  Taman","rumah","hos11222022",NA,NA,60,60,0,"shm - sertifikat hak milik","900 mah",0,0,1,NA,NA,"butuh renovasi","",0,"",NA
"https://www.rumah123.com/properti/bekasi/hos11220372/#qid~20ac432b-8f9e-4292-b32e-64ce30895fc6",1.1e+09,"Rumah Siap Huni 2 Lantai dan Strategis di Bekasi jaya, Bekasi","Bekasi Timur, Bekasi","Bekasi Timur"," Bekasi",-6.242993,107.0180104,"Tempat Jemuran,  Jogging Track, Lapangan Tenis,  Track Lari, Kitchen Set,  Lapangan Voli,  Lapangan Bulu Tangkis,  Taman, Wastafel,  Tempat Gym,  Masjid, Jalur Telepon, Keamanan, Lapangan Basket","rumah","hos11220372",3,2,65,90,1,"shm - sertifikat hak milik","2200 mah",0,0,2,10,2012,"bagus","tenggara",0,"semi furnished",NA
"https://www.rumah123.com/properti/bekasi/hos11220329/#qid~a97b634a-8510-4d01-966d-4ba5d66e1e36",2e+09,"Dijual rumah di Jl Kusuma Utara Raya SHM","Bekasi Timur, Bekasi","Bekasi Timur"," Bekasi",-6.242993,107.0180104,"Tempat Jemuran, Jalur Telepon, Keamanan, Keamanan 24 jam","rumah","hos11220329",2,1,216,100,1,"shm - sertifikat hak milik","1300 mah",0,0,1,NA,NA,"butuh renovasi","",1,"unfurnished",NA
"https://www.rumah123.com/properti/bekasi/hos11219055/#qid~9a12dd35-89ca-40ce-a350-946cd22e0aaf",7.64e+08,"Gracia Ayu Rumah 2 Lantai 3 Kamar Tidur Strategis 2 Menit Stasiun Cibitung","Bekasi Timur, Bekasi","Bekasi Timur"," Bekasi",-6.242993,107.0180104,"Track Lari,  One Gate System, Taman,  Playground, CCTV","rumah","hos11219055",3,3,78,83,2,"shm - sertifikat hak milik","2200 mah",0,0,2,0,2022,"baru","",0,"unfurnished",NA
"https://www.rumah123.com/properti/bekasi/hos11149194/#qid~1d4b1985-ab52-4d46-a381-159c096620b6",7.64e+08,"Gracia Ayu Rumah 2 Lantai 3 Kamar Tidur Strategis 8 Menit Tol Cibitung","Bekasi Timur, Bekasi","Bekasi Timur"," Bekasi",-6.242993,107.0180104,"Track Lari,  One Gate System, Keamanan 24 jam,  CCTV,  Playground, Taman, CCTV","rumah","hos11149194",3,3,78,83,2,"shm - sertifikat hak milik","2200 mah",0,0,2,0,2022,"baru","",0,"unfurnished",NA
"https://www.rumah123.com/properti/bekasi/hos10923063/#qid~05fa4e43-e888-4337-b04f-718e6b5a7975",9.2e+08,"Rumah 2 Lantai Bebas Banjir di Jatiwaringin","Jatiwaringin, Bekasi","Jatiwaringin"," Bekasi",-6.2763919,106.917945," Jalur Telepon,  Taman,  CCTV, Ac, Keamanan","rumah","hos10923063",4,3,113,85,2,"","2200 mah",1,1,2,0,2022,"bagus","selatan",0,"unfurnished",NA
"https://www.rumah123.com/properti/bekasi/hos11055016/#qid~f6c2cf9d-44fa-4c1a-8749-8ee96b116e93",7.74e+08,"Rumah dijual di jati asih pondok gede Bekasi","Jatiwaringin, Bekasi","Jatiwaringin"," Bekasi",-6.2763919,106.917945,"Keamanan, Taman","rumah","hos11055016",3,2,70,70,1,"shm - sertifikat hak milik","2200 mah",0,0,2,0,2022,"baru","utara",0,"",NA
"https://www.rumah123.com/properti/bekasi/hos11123751/#qid~0ecaa2ab-9cab-4ea6-bbbd-f9dddc119026",1.7e+09,"Rumah 2 Lantai Dalam Cluster di Jatiwaringin Pondokgede Bekasi","Jatiwaringin, Bekasi","Jatiwaringin"," Bekasi",-6.2763919,106.917945,"Tempat Jemuran,  One Gate System, Keamanan 24 jam,  Taman, Taman, Wastafel, Jalur Telepon","rumah","hos11123751",3,2,125,160,2,"shm - sertifikat hak milik","2200 mah",1,1,2,0,2022,"","timur",0,"unfurnished",NA
"https://www.rumah123.com/properti/bekasi/hos11364878/#qid~1f9fac9e-5b2d-4f58-80c7-28c22ddc6538",2.8e+09,"Rumah Hook 2,5 Lantai Dekat Perkantoran JL Jatiwaringin Raya Terawat Siap Huni Di Jatiwaringin Jaticempaka Pondokgede Bekasi Lingkungan Aman Nyaman Tidak Banjir Strategis Dekat Jl Jatiwaringin Raya Dekat Tol Jatiwaringin Akses Jalan Lebar 2 Mobil Cocok Bu","Jatiwaringin, Bekasi","Jatiwaringin"," Bekasi",-6.2763919,106.917945," Ac,  Jogging Track, Track Lari, Masjid, Keamanan 24 jam,  Taman,  CCTV, Taman, AC,  Masjid, CCTV, Jalur Telepon, Keamanan","rumah","hos11364878",4,4,209,300,2,"shm - sertifikat hak milik","11000 mah",2,1,2,5,2017,"bagus","selatan",1,"semi furnished",NA
"https://www.rumah123.com/properti/bekasi/hos11364472/#qid~102dd174-b924-42ce-b3fe-73c9c0ffa96f",2.8e+09,"Rumah Hook Murah Full Furnished Siap Huni Di Jaticempaka Jatiwaringin Pondok Gede","Jatiwaringin, Bekasi","Jatiwaringin"," Bekasi",-6.2763919,106.917945," Kolam Renang, Kolam Renang,  CCTV, Ac, Taman, AC,  Masjid, CCTV,  Keamanan","rumah","hos11364472",6,5,209,300,2,"shm - sertifikat hak milik","11000 mah",0,0,2,5,2017,"","selatan",1,"furnished",NA
"https://www.rumah123.com/properti/bekasi/hos11362999/#qid~0515ae10-0a37-4f46-bbc2-d8563f878be0",6e+09,"Rumah Luas Asri Dan Artistick Strategis Nyaman Aman Bebas Banjir","Jatiwaringin, Bekasi","Jatiwaringin"," Bekasi",-6.2763919,106.917945," Jalur Telepon,  Jogging Track, Tempat Jemuran,  Akses Parkir, Lapangan Bulu Tangkis,  Track Lari, Masjid, Keamanan 24 jam,  Taman,  Playground, Wastafel,  Kolam Ikan, Jalur Telepon, Keamanan, Lapangan Basket","rumah","hos11362999",6,4,500,450,0,"shm - sertifikat hak milik","8000 mah",2,2,3,9,2013,"sudah renovasi","",0,"semi furnished",NA
"https://www.rumah123.com/properti/bekasi/hos11216059/#qid~641a0fcf-f35e-4880-94aa-bcf48913be0e",1.7e+09,"Rumah Mewah Strategis 5 Menit Tol Jatiwaringin Bekasi","Jatiwaringin, Bekasi","Jatiwaringin"," Bekasi",-6.2763919,106.917945," Jogging Track, Track Lari, Masjid, Keamanan 24 jam,  Taman, Ac, Taman, AC,  Masjid, Keamanan","rumah","hos11216059",3,2,102,150,1,"shm - sertifikat hak milik","3300 mah",1,0,2,5,2017,"bagus","timur",1,"semi furnished",NA
"https://www.rumah123.com/properti/bekasi/hos11101624/#qid~ee9118a7-5265-4b6f-b743-aa69fc748abc",2.8e+09,"Dijual Murah Hook Full Furnish Siap Huni Jaticempaka Jatiwaringin Pondok gede","Jatiwaringin, Bekasi","Jatiwaringin"," Bekasi",-6.2763919,106.917945,"Ac","rumah","hos11101624",6,5,209,300,1,"shm - sertifikat hak milik","lainnya mah",0,0,2,NA,NA,"bagus","",2,"unfurnished",NA
"https://www.rumah123.com/properti/bekasi/hos11149336/#qid~1d4b1985-ab52-4d46-a381-159c096620b6",1.25e+09,"Rumah cluster di komplek dekat jalan raya akses tol jatiwaringin","Jatiwaringin, Bekasi","Jatiwaringin"," Bekasi",-6.2763919,106.917945,"Tempat Jemuran,  Ac,  Jogging Track, Lapangan Bola, Track Lari, Kitchen Set,  Taman,  CCTV, AC,  Masjid, CCTV, Jalur Telepon,  Keamanan","rumah","hos11149336",2,2,98,80,1,"shm - sertifikat hak milik","2200 mah",1,0,1,7,2015,"bagus","utara",1,"semi furnished",NA
"https://www.rumah123.com/properti/bekasi/hos11147085/#qid~a49831f0-c7fc-47cc-b0c4-db46af7941f9",2.85e+09,"Rumah Baru Dalam Cluster di Jatiwaringin Dekat Tol Pondok Gede","Jatiwaringin, Bekasi","Jatiwaringin"," Bekasi",-6.2763919,106.917945,"Tempat Jemuran,  AC,  Taman, AC, CCTV, Jalur Telepon,  Keamanan","rumah","hos11147085",3,3,181,180,2,"shm - sertifikat hak milik","2200 mah",1,1,2,1,2021,"baru","barat daya",0,"unfurnished",NA
"https://www.rumah123.com/properti/bekasi/hos11145765/#qid~425c1298-5699-4d57-9f6a-7ec955cd9c01",4.15e+09,"Rumah mewah 2 Lantai dalam komplek perumahan besar di Jatiwaringin, pondok gede.","Jatiwaringin, Bekasi","Jatiwaringin"," Bekasi",-6.2763919,106.917945," Ac,  Jogging Track, Track Lari, Masjid, Keamanan 24 jam,  Taman, Taman, AC,  Masjid, Jalur Telepon,  Keamanan","rumah","hos11145765",11,4,487,650,3,"shm - sertifikat hak milik","4400 mah",0,0,2,21,2001,"bagus","selatan",1,"unfurnished",NA
"https://www.rumah123.com/properti/bekasi/hos11088797/#qid~e7ef0e6b-2717-4a5d-9c21-245b1cef7967",1.8e+09,"Rumah dijual di jatibening Jatiwaringin pondok gede kota Bekasi","Jatiwaringin, Bekasi","Jatiwaringin"," Bekasi",-6.2763919,106.917945," Kolam Renang,  Taman,  CCTV, Ac, Jalur Telepon,  Keamanan","rumah","hos11088797",3,3,90,135,1,"shm - sertifikat hak milik","3300 mah",1,0,2,4,2018,"bagus sekali","selatan",0,"unfurnished",NA
"https://www.rumah123.com/properti/bekasi/hos11368288/#qid~f9b697ad-ef6f-408c-81ae-ab822352c42a",1e+09,"Perdana Summarecon Crown Gading Scg Rumah 2lt Lebar 5 Harga 1 Milyar An","Tarumajaya, Bekasi","Tarumajaya"," Bekasi",-6.12097,107.0004485,"Keamanan 24 jam","rumah","hos11368288",2,2,90,70,2,"lainnya (ppjb,girik,adat,dll)","2200 mah",0,0,2,NA,NA,"baru","",0,"",NA
"https://www.rumah123.com/properti/bekasi/hos11359633/#qid~f9b697ad-ef6f-408c-81ae-ab822352c42a",8e+08,"Rumah Modern  Minimalis","Tarumajaya, Bekasi","Tarumajaya"," Bekasi",-6.12097,107.0004485," Jalur Telepon, Tempat Jemuran, Track Lari, Tempat Gym,  One Gate System, Akses Parkir, Keamanan 24 jam,  Taman,  Playground, Wastafel, Jogging Track, Jalur Telepon, Keamanan","rumah","hos11359633",2,1,90,54,1,"hgb - hak guna bangunan","1300 mah",0,0,1,6,2016,"bagus","utara",1,"semi furnished",NA
"https://www.rumah123.com/properti/bekasi/hos10587100/#qid~35c27ac2-b166-4762-83af-d2178576ef1b",8.95e+08,"Jual Cepat Rumah Full Furnish Dalam Cluster Lingkungan Asri Mutuara Gading City","Tarumajaya, Bekasi","Tarumajaya"," Bekasi",-6.12097,107.0004485," Jogging Track,  Taman, AC,  Masjid, Jalur Telepon,  Keamanan","rumah","hos10587100",3,1,120,120,2,"shm - sertifikat hak milik","1300 mah",0,0,1,NA,NA,"bagus","",0,"furnished",NA
"https://www.rumah123.com/properti/bekasi/hos11369055/#qid~a66a9a0c-074f-4353-9af4-c1172246995f",4.5e+08,"Dijual Rumah di Mutiara Gading City Luas 5x12 60m2 Type 1kt Cluster Manhattan Tarumajaya Bekasi","Tarumajaya, Bekasi","Tarumajaya"," Bekasi",-6.12097,107.0004485,"Akses Parkir, Keamanan 24 jam,  Taman","rumah","hos11369055",1,1,60,60,1,"hgb - hak guna bangunan","1300 mah",0,0,1,NA,NA,"","",0,"unfurnished",NA
"https://www.rumah123.com/properti/bekasi/hos11364876/#qid~1f9fac9e-5b2d-4f58-80c7-28c22ddc6538",1.5e+09,"Rumah Minimalis Siap Huni di Cluster Somerset Mutiara Gading City Bekasi","Tarumajaya, Bekasi","Tarumajaya"," Bekasi",-6.12097,107.0004485,"Keamanan","rumah","hos11364876",3,2,120,88,1,"shm - sertifikat hak milik","2200 mah",0,0,1,2,2020,"bagus","selatan",0,"unfurnished",NA
"https://www.rumah123.com/properti/bekasi/hos11293654/#qid~5c468ddd-be33-4f99-a6de-518003fecfff",5.9e+08,"Rumah Baru Unfurnished di Segara City, Bekasi","Tarumajaya, Bekasi","Tarumajaya"," Bekasi",-6.12097,107.0004485,"Track Lari, Keamanan 24 jam, Taman","rumah","hos11293654",2,1,90,54,1,"lainnya (ppjb,girik,adat,dll)","1300 mah",1,1,1,NA,NA,"baru","",0,"unfurnished",NA
"https://www.rumah123.com/properti/bekasi/hos11293559/#qid~5c468ddd-be33-4f99-a6de-518003fecfff",5.9e+08,"Rumah Baru Unfurnished di Segara City, Bekasi","Tarumajaya, Bekasi","Tarumajaya"," Bekasi",-6.12097,107.0004485,"Track Lari, Keamanan 24 jam, Taman","rumah","hos11293559",2,1,90,54,1,"lainnya (ppjb,girik,adat,dll)","1300 mah",1,1,1,NA,NA,"baru","",0,"unfurnished",NA
